# results from master table, 12/09/18
# spindxflag: 0 means catalog spindx available (or sne='*'), 1 means spindx calculated using s400 and s1400, 2 means spindx=-1.7
name rajd decjd p0 dm dms dmserr dist mjd bw spindx spindxflag temp w10 w50 on-pulse sne snm dsnm DOF_corr s350m ds s350e s400 s1400 numdet bm surv spindx_m dspindx_m p1 assoc bsurf prof_len nosearch
J0454+5543 73.53 55.72 0.340729 14.59 14.59 0.0880257644914437 0.154 55343 75.2 -1.2 0 110.37 30.139 10.103 18.0 345.9375062701124 190.8242766344879 3.055393746997639 0.9577926954837723 24.80014232370338 3.4054845296809853 69.2535990152 59.00 13.00 3 13081 catalog -1.233893 0.116311 2.37e-15 * 9.10e+11 200 0
J0458-0505 74.65 -5.08 1.88348 47.81 47.8 0.4865883646661845 0.162 57379 55.265820000000005 * 0 80.28 39.92 17.646 4.0 * 26.888112695800395 3.7930535373402368 0.959899039329962 1.2161524301464646 0.3117612929659616 * * * 2 82794 catalog * * 5.30e-16 * 1.01e+12 200 0
J0459-0210 74.96 -2.16 1.133076 21.02 21.01 0.2927249548083875 0.271 57662 58.280469 -2.3 1 81.02000000000001 75.707 15.684 13.0 74.14241998147354 29.136613719134914 1.0362698938377322 0.9597472776552936 3.4056640764830544 0.6955688680431373 14.99738363095445 11.00 0.60 1 79223 catalog * * 1.40e-15 * 1.27e+12 200 0
J0502+4654 75.51 46.9 0.638565 41.83 42.38 0.16497032040853218 0.078 55552 68.991797 -1.3 0 132.7 59.92 24.092 21.0 53.49066780286534 52.320555762018785 1.3910223275565468 0.9592885510903895 8.575889659324115 1.0456259286323024 12.8473420366 10.80 2.50 1 20545 catalog -0.612774 0.146350 5.58e-15 * 1.91e+12 200 0
J0510+38 77.49 38.2 0.0765 69.0 69.11 0.019763421908893707 0.003 55658 75.3 * 0 92.59 11.855 4.526 31.0 * 15.94281694053549 1.4498008978416974 0.9286230740888386 2.511428473427054 0.39823917497338474 * * * 2 28996 catalog * * * * * 200 0
J0519+54 79.95 54.42 0.34 43.0 42.55 0.08783743070619426 0.004 55343 75.1 * 0 86.03 20.109 9.784 12.0 * 14.241717381536583 0.5956272113838952 0.9577841684917676 1.2285938280563922 0.17834160984974676 * * * 1 14191 catalog * * * * * 200 0
J0520-2553 80.15 -25.8 0.241642 33.77 33.77 0.062427095384429976 0.144 56776 72.4 -1.8 1 69.55000000000001 13.631 2.928 11.0 105.98653027967161 55.9153791447368 0.5201221165848745 0.9559056824568368 2.878316328226313 0.6897325976370191 10.22490624796728 8.00 0.80 2 109134 catalog * * 3.01e-17 * 8.63e+10 200 0
J0530-39 82.57 -39.1 0.907 49.0 48.5 0.2343192636779947 0.012 56998 58.900000000000006 * 0 48.34 42.048 33.646 10.0 * 22.915726375496813 0.8900171356647006 0.9596223257526375 1.1112660627838424 0.26624733394329547 * * * 1 123973 gbncc * * * * * 200 0
J0533+0402 83.35 4.033 0.963018 83.7 83.9 0.24879125542299346 0.319 58251 78.3 * 2 98.75 32.31 16.914 6.0 42.22761560240576 42.37040143953605 0.4617813159060436 0.9596610489480515 4.641407269805214 0.73058762975091 7.38924430033 * 0.70 4 71073 catalog -0.590704 0.280292 1.60e-16 * 3.97e+11 200 0
J0534-13 83.6 -13.3 0.979 74.0 74.31 0.25292013135695346 0.071 57149 59.5 * 0 58.620000000000005 38.241 13.208 7.0 * 20.256175609313736 1.7579027765729993 0.9596709715284862 1.0307487263443076 0.22567410690738277 * * * 1 93575 gbncc * * * * * 200 0
J0540+3207 85.15 32.12 0.524271 61.97 62.08 0.13544299304049168 0.14 56478 74.0 * 2 102.63000000000001 16.85 9.479 6.0 35.26036571870557 104.2579219792746 0.5243250727430837 0.9589846092566403 6.731103526967955 1.028159779056988 3.5890615173 * 0.34 3 35740 catalog * * 4.48e-16 * 4.90e+11 200 0
J0555+3948 88.75 39.8 1.146906 37.0 36.12 0.2962978714750542 0.323 55650 62.087305 * 0 96.37 52.755 26.658 9.0 * 15.381422178810869 1.54584838691649 0.959752752622232 2.302754916250398 0.4456418300822116 * * * 1 27179 catalog * * * * * 200 0
J0557-2948 89.38 -29.8 0.043643 49.05 49.05 0.017617136894808986 0.012 56835 71.7 * 0 72.53 2.497 0.656 8.0 * 18.170246395394333 1.7567514737816585 0.9217834521297095 0.9222932139007068 0.22761367780167074 * * * 1 113760 catalog * * 7.30e-20 * 1.81e+09 128 0
J0601-0527 90.49 -5.46 0.395969 80.54 80.58 0.10229676352735598 0.133 57380 64.9 -1.7 0 91.01 26.553 12.338 13.0 201.0022991900516 139.99444741763654 0.42464156898994093 0.9583159698220104 12.111310429236692 2.0911250867895013 28.637285216 22.70 2.60 2 83362 catalog -1.492095 0.223432 1.30e-15 * 7.27e+11 200 0
J0608+00 92.2 0.65 1.0762 48.0 48.46 0.2780313027235478 0.079 57755 62.0 * 0 91.01 30.55 17.293 6.0 * 20.609971669977266 2.3911464690669546 0.9597226545147212 1.1178407538082968 0.237794536973953 * * * 1 75089 catalog * * * * * 200 0
J0610-2100 92.55 -21.0 0.003861 60.67 60.7 0.003989886117136659 0.1 56592 74.1 * 2 79.24000000000001 0.806 0.575 11.0 19.11546544744812 17.350582132037772 0.7943211018592897 0.6344768521307959 2.1912315128157744 0.4511014035122635 4.22242531447 * 0.40 1 103369 catalog * * 1.24e-20 GRS:2FGL_J0610.3-2059[naa+12] 2.21e+08 50 0
J0610+37 92.75 37.3 0.443861 39.0 39.09 0.11466944067847672 0.451 55682 48.773633000000004 * 2 94.73 25.811 12.718 12.0 2.514635297202245 19.645847451701208 0.6890395724702999 0.9586291275905569 7.85892436618629 1.4322356518662653 1.6312843216 1.30 * 4 29564 catalog * * * * * 200 0
J0611+1436 92.82 14.61 0.270329 45.7 43.99 0.0698382494275729 0.225 58355 69.3 * 2 116.48 33.004 16.749 24.0 36.81225928585357 9.821158925453346 3.762399430503701 0.9566528963269092 2.043101424730616 0.8279906085586826 11.6116696148 * 1.10 2 56624 catalog * * 4.00e-15 * 1.05e+12 200 0
J0612+3721 93.2 37.36 0.297982 27.15 27.12 0.07698227434321522 0.313 55682 75.8 * 0 71.73 18.815 7.738 13.0 * 82.9721933300509 1.0505194762096592 0.9571905418723138 12.724704264047892 2.048500431781343 * * * 1 29564 catalog * * 5.95e-17 * 1.35e+11 200 0
J0613-0200 93.43 -2.01 0.003062 38.78 38.77 0.003164214268498433 0.289 57791 61.7 -1.8 0 89.52 0.743 0.265 12.0 53.534532049821024 29.264763978907375 2.3074344088043808 0.55488796798106 8.806691689042466 1.7186826309924133 26.7057512397 21.00 2.30 4 78749 catalog -1.729959 0.181712 9.59e-21 GRS:2FGL_J0613.8-0200[naa+12] 1.73e+08 50 0
J0613+3731 93.3 37.52 0.619198 18.99 18.78 0.15996694534827668 0.213 55682 49.310742000000005 -1.8 0 94.73 27.893 10.54 9.0 11.833807843081868 15.673539266701157 2.010710185051826 0.9592479024597542 1.6618267193357203 0.36623262312533844 2.03472390398 1.60 0.13 2 29564 catalog * * 3.24e-15 * 1.43e+12 200 0
J0614-3329 93.54 -33.4 0.003149 37.05 37.04 0.0032541184622800665 0.192 56957 58.099999999999994 * 0 76.41 0.634 0.357 10.0 * 18.60573948940109 1.0375788642912787 0.5646500887012582 2.6497120421510894 0.6362745031390024 * * * 1 117742 catalog * * 1.75e-20 GRS:2FGL_J0614.1-3329[naa+12] 2.38e+08 50 0
J0614+83 93.5 83.23 1.039203 44.0 44.22 0.26847329853579177 0.004 55148 74.9 * 2 80.43 81.444 11.964 18.0 19.440300987624692 14.346924521862318 0.9171550314215402 0.9597045748601448 1.0131666453252364 0.2080235487304999 2.38418477772 1.90 * 1 530 catalog * * * * * 200 0
J0621+0336 95.29 3.612 0.269954 72.59 72.53 0.06974136990841166 0.19 58355 69.3 * 2 100.84 7.072 4.32 5.0 99.27200006259804 49.80584543215885 0.6483887137141948 0.9566445357067814 3.339400920278975 0.5354975274885764 10.5560632862 * 1.00 3 71463 catalog * * 7.24e-18 * 4.47e+10 200 0
J0624-0424 96.08 -4.41 1.039076 70.83 70.94 0.2684404886719691 0.162 57154 52.5 -1.0 0 99.2 78.999 24.717 15.0 28.187830943986 51.92940808392908 1.0368751271079555 0.9597045096739816 6.468410947873586 1.0881864825866685 5.6 4.90 1.40 4 81655 catalog -1.005729 0.320446 8.30e-16 * 9.40e+11 200 0
J0627+0649 96.97 6.831 0.346523 86.6 86.6 0.08952261764883103 0.234 58202 68.3 * 2 109.93 18.156 9.588 10.0 103.86689192163185 27.54075682404813 1.527208234675145 0.9578586928352273 3.42984772569512 0.5226545385322237 19.9509596109 * 1.89 2 66761 catalog * * 1.70e-15 * 7.76e+11 200 0
J0627+0706 96.93 7.103 0.475874 138.2 138.2 0.12293985147023377 0.186 58202 68.3 -1.6 0 109.93 31.085 7.975 13.0 39.073173114944275 60.11770536125436 1.1171811710988961 0.9587908577646764 7.410958732871675 1.0538629793132337 7.42913697165 6.00 1.39 1 66761 catalog -1.625289 0.168239 2.98e-14 * 3.81e+12 200 1
J0630-0046 97.61 -0.76 0.680575 97.3 97.89 0.17582341000843574 0.069 57540 18.395117 * 2 101.58 36.022 11.227 10.0 18.32659813125983 11.088078115750081 1.4676082842520493 0.9593658103018721 1.6553200034145708 0.5476492682830097 4.32798594734 * 0.41 1 76953 catalog * * 3.75e-15 * 1.62e+12 200 0
J0630-2834 97.7 -28.5 1.244419 34.42 34.42 0.32148990494697516 0.058 56777 74.1 -1.6 0 77.15 143.459 72.86 42.0 1835.3568346766021 349.42951651790196 4.831373049105137 0.9597866214751284 39.19774755899407 8.087421846480298 255.067036027 206.00 31.90 2 112375 catalog -1.862902 0.262357 7.12e-15 XRS:RX_J0630.8-2834[bjk+05] 3.01e+12 200 0
J0636-23 99.04 -23.3 0.476 60.0 59.12 0.12297240298867194 0.0 56666 74.5 * 0 59.220000000000006 27.337 14.754 12.0 * 11.093890780185585 2.558571474169473 0.9587914347236056 0.6516094214131805 0.19492527614517627 * * * 1 106076 gbncc * * * * * 200 0
J0636+5129 99.02 51.48 0.002869 11.11 11.11 0.002964771631718486 0.147 55442 56.400000000000006 * 2 93.54 0.286 0.167 5.0 11.048376113200552 12.16045166417072 0.3824780408488396 0.5321730844292144 1.5257190921200776 0.2799214592301744 2.25870136837 1.80 * 1 16534 catalog -1.091430 0.044159 3.44e-21 XRS:[ska+16] 1.01e+08 50 0
J0645+5158 101.4 51.97 0.008853 18.25 18.24 0.009148526753434562 0.135 55366 74.3 -1.6 1 92.79 0.6 0.256 3.0 23.017918250348433 36.81562080654304 0.6888981666915419 0.8489524744352581 2.9420762218850416 0.5500094228281541 3.006228587560587 2.40 0.29 1 16246 catalog -1.514416 0.564303 4.92e-21 XRS:[ska+16] 2.11e+08 50 0
J0645+80 101.5 80.15 0.657873 50.0 49.71 0.1699584530911063 0.011 55146 75.1 * 2 83.41 52.591 32.181 16.0 57.90322786468902 30.51080685059245 1.0728762783425536 0.9593257775174354 2.1291524222433216 0.403867086799136 6.90158751446 5.50 * 1 1119 catalog * * * * * 200 0
J0648-27 102.2 -27.2 4.1692 133.0 132.5 1.0770935767654854 0.005 56777 61.06582 * 0 58.620000000000005 115.642 54.407 5.0 * 18.529824716314266 0.7059675220650804 0.9599759582869615 0.7540270551015971 0.15591841119178443 * * * 2 110812 gbncc * * * * * 200 0
J0652-0142 103.0 -1.7 0.924054 116.3 117.3 0.2387250858640636 0.129 57763 38.858008 * 2 104.42 24.213 9.38 6.0 30.954649483977 15.590365994682639 0.8002953253050228 0.9596348135576298 1.3904871945757284 0.26809502660488854 4.32798594734 * 0.41 1 78207 catalog * * 1.52e-16 * 3.80e+11 200 0
J0653+8051 103.3 80.86 1.214441 33.32 33.18 0.31374522701253316 0.131 55146 75.0 -1.5 0 81.32 40.944 18.242 7.0 93.20722247128451 92.35505222225892 1.0885956714142384 0.9597770176258134 4.554637019311885 0.8910033468465696 7.94147690254 6.50 0.40 3 975 catalog -1.300438 0.293671 3.80e-15 * 2.17e+12 200 0
J0656-2228 104.1 -22.4 1.224754 32.39 31.85 0.31640954296215945 0.174 56655 74.3 -1.0 0 92.2 52.318 27.074 9.0 98.4316237046498 11.487797525620193 1.3008089255590627 0.9597803960016806 0.8547617522409793 0.172668684055084 12.0 * 3.00 2 105123 catalog -0.528487 0.200850 2.67e-17 * 1.83e+11 200 0
J0659+1414 104.9 14.23 0.384891 13.94 14.1 0.09943481335864061 0.227 58356 68.3 -1.1 0 86.98 34.054 14.364 17.0 38.18740964219579 33.51086364704408 0.9122996486105577 0.9582276486783906 3.938959490286261 0.7153349179035116 7.52843141573 6.50 2.70 3 57014 catalog -0.560429 0.131263 5.50e-14 SNR:Monogem_Ring[tbb+03],GRS:2FGL_J0659. 4.66e+12 200 0
J0659-36 104.9 -36.3 0.637 84.0 83.37 0.16456600988189923 0.013 56987 61.099999999999994 * 0 57.13 35.033 13.176 11.0 * 7.1919597406776195 1.0980979813063183 0.9592853945425209 0.42951265024915225 0.1089425450423305 * * * 1 121093 gbncc * * * * * 200 0
J0700+6418 105.1 64.3 0.195671 8.77 8.763 0.05055069971679922 0.201 55226 75.7 -2.2 0 90.56 9.532 5.806 10.0 49.63214173235693 149.90109512058388 0.4089687017684483 0.9540228803555798 12.277615236978225 2.0846735200757696 6.70737036467 5.00 0.30 2 7452 catalog -2.190647 0.170492 6.85e-19 * 1.17e+10 200 0
J0709+05 107.3 5.047 0.03443 44.3 44.23 0.013898174353006748 0.084 58201 51.099999999999994 * 0 65.92 4.184 3.113 16.0 * 7.0919165060962035 2.505800423496289 0.9030332620592468 0.8868573487379249 0.3544680746320558 * * * 1 69269 aodrift * * * * * 128 0
J0719-2545 109.7 -25.7 0.974725 253.8 254.4 0.25181570483851523 0.157 56771 71.8 -1.9 0 94.58 163.421 83.051 33.0 50.51845657174155 26.71653716290667 0.4314318368659294 0.9596683620036366 4.114405869610534 0.6668059985331848 12.6237786175 * 0.80 3 109194 catalog * * 7.28e-15 * 2.70e+12 200 0
J0721-2038 110.4 -20.6 0.015542 76.1 76.01 0.006273756195016871 0.153 58107 51.5 * 2 98.60000000000001 3.301 0.374 27.0 6.253344940389652 9.866757764281221 1.1572828431508766 0.7694270421033492 2.188470260241801 0.4492106700506973 2.2167732901 * 0.21 2 102662 catalog * * 4.40e-20 * 8.37e+08 128 0
J0725-1635 111.2 -16.5 0.424311 98.98 99.02 0.10961878841287054 0.115 57854 59.3 -1.9 1 104.12 14.23 7.885 7.0 43.792838836564584 16.777923682099644 0.8299988100476413 0.9585131965522897 1.2741517943225824 0.21008613955153427 5.218344988088039 4.00 0.33 3 97727 catalog * * 9.26e-17 * 2.01e+11 200 0
J0726-2612 111.5 -26.2 3.442308 69.4 69.45 0.8893043835864063 0.29 56771 55.283398000000005 * 2 97.86 103.536 56.489 6.0 11.659831136817607 10.942842067154674 0.7666218561188445 0.9599660199726326 1.2363425634932244 0.22842328258562258 2.11121265724 * 0.20 2 109660 catalog * * 2.93e-13 XRS:1RXS_J072559.8-261229[skk11] 3.21e+13 200 0
J0729-1448 112.3 -14.8 0.251659 91.7 91.89 0.06501494110026512 0.192 57854 58.0 -1.7 0 102.33 15.641 8.805 12.0 46.814492486662175 29.788826402567537 2.3451387033144457 0.9561936629688834 3.5328262610062864 0.6235029922677169 8.76153252753 * 0.83 3 95376 catalog -1.405116 0.218105 1.13e-13 * 5.40e+12 200 0
J0729-1836 112.3 -18.6 0.51016 61.29 61.34 0.13179748132080016 0.08 56993 61.2 -1.7 0 101.44 30.049 6.973 11.0 102.1195403534364 98.93475727006452 1.0055031366973142 0.9589334020817399 8.602241065560916 1.3543659417632634 14.0541418476 11.20 1.90 2 100167 catalog -1.396537 0.148862 1.90e-14 * 3.15e+12 200 0
J0733-2345 113.3 -23.7 1.79625 194.0 190.2 0.4640528967823571 0.203 56722 63.568749999999994 * 2 99.65 69.893 20.916 8.0 5.087134828922077 8.699156557003644 1.659082067140235 0.9598900134252395 0.7934670459008546 0.19741933037416523 0.738924430033 * 0.07 1 106788 catalog * * 5.70e-15 * 3.24e+12 200 0
J0737-2202 114.4 -22.0 0.320366 95.7 95.59 0.08276507742829596 0.16 56663 74.0 * 2 98.01 28.617 11.534 19.0 26.499944433218275 19.781142281896987 1.2813038792355653 0.9575337853928247 2.312095213677409 0.3875471824969144 4.96134974451 * 0.47 1 104437 catalog * * 5.47e-15 * 1.34e+12 200 0
J0737-3039A 114.4 -30.6 0.022699 48.92 48.9 0.009162784189337792 0.307 56902 69.1 * 2 100.39 4.702 1.722 34.0 27.57329063855642 68.79625505903905 0.7929406864203821 0.8492154236119892 26.531556340086237 4.057766906066764 16.8897012579 * 1.60 3 115006 catalog -1.520028 0.181526 1.76e-18 * 6.40e+09 128 0
J0737+69 114.2 69.22 6.824 16.0 15.55 1.7629489033502046 0.008 55173 74.7 * 0 59.81 154.308 60.595 4.0 * 67.72823986333954 4.467239982034916 0.9599901254988841 2.2711314716997073 0.47395642107832386 * * * 1 4936 catalog * * * * * 200 0
J0740+41 115.2 41.06 0.003139 20.83 20.82 0.003243784646902867 0.046 55630 75.3 * 2 84.75 1.114 0.638 18.0 23.312879644672087 11.16149754702407 1.0751977833582431 0.5635426929612954 2.054474062939158 0.4252039427525829 7.27803774253 5.80 * 2 26074 catalog * * * * * 50 0
J0740+6620 115.1 66.34 0.002886 14.96 14.95 0.002982339117859725 0.133 55189 75.0 * 2 86.09 0.853 0.249 15.0 131.01553857235598 42.31038138772679 0.7116288215517595 0.5342339885796268 7.817920050020439 1.4139387907085372 40.78210804 32.50 * 3 6389 catalog * * 1.22e-20 * 1.90e+08 50 0
J0742-2822 115.7 -28.3 0.166762 73.73 73.78 0.04308219299831284 0.214 56778 70.6 -2.0 0 93.84 9.034 5.071 22.0 2436.078191768893 910.5475625019876 20.93966435911465 0.9520454448937778 129.38979182798667 21.35666069780009 386.612244898 296.00 26.00 3 112278 catalog -1.197350 0.241876 1.68e-14 GRS:2FGL_J0742.4-2821[naa+12] 1.69e+12 200 0
J0746+66 116.6 66.6 0.407 28.0 27.7 0.10514657146300312 0.01 55189 74.9 * 0 63.09 20.726 5.603 13.0 * 10.99411738802856 3.97498414656561 0.9583973075322305 0.7187037275966628 0.2901796051435514 * * * 1 6245 catalog * * * * * 200 0
J0750+57 117.4 57.0 1.175 27.0 26.74 0.3035558267052301 0.007 55290 75.2 * 0 64.58000000000001 104.306 13.415 19.0 * 18.95177950124407 0.39591499834111893 0.9597633223386799 1.5562428632713192 0.2747997982512388 * * * 1 12256 catalog * * * * * 200 0
J0754+3231 118.6 32.53 1.442349 39.99 39.82 0.3726242068872017 0.218 56278 74.4 -1.5 0 80.73 104.196 13.066 14.0 63.801312887437014 41.01837224523534 0.5845185718010877 0.9598365401587607 3.6245395881294877 0.7075573704663854 9.77412541851 8.00 0.60 4 34991 catalog -1.702182 0.200975 1.08e-15 * 1.26e+12 200 0
J0758-1528 119.6 -15.4 0.682265 63.33 63.25 0.17626001370812241 0.056 57150 61.099999999999994 -1.1 0 87.28 15.453 8.152 4.0 138.64769882403945 93.8343358883004 1.2390843837815388 0.9593686419278111 3.837749872495432 0.7412235507634787 9.497405786 8.20 2.60 3 96342 catalog -0.535530 0.215004 1.62e-15 * 1.06e+12 200 0
J0758-30 119.6 -30.0 1.092 86.0 86.47 0.2821131597975416 0.0 56784 70.0 * 0 67.26 49.779 27.163 9.0 * 27.263069771906274 1.2333764093197055 0.9597298566231873 1.6214172294776843 0.28996737711055065 * * * 1 114053 gbncc * * * * * 200 0
J0804-3647 121.0 -36.7 2.191987 196.0 187.6 0.5662897241805254 0.239 56969 38.680469 * 2 108.88000000000001 76.368 37.243 6.0 15.522340387378097 26.45576506515893 0.5965911841190896 0.959923229602821 3.3731289216102023 0.6175014499367893 3.06125835299 * 0.29 3 121284 catalog * * 4.21e-15 * 3.07e+12 200 0
J0808-3937 122.0 -39.6 0.866349 165.0 169.1 0.22381726545553146 0.27 56991 62.5 * 2 104.12 30.328 13.48 7.0 12.275240443724398 10.232734959114719 2.107727551228837 0.9595897372368453 1.1777043117023933 0.3036037299310352 2.2167732901 * 0.21 2 124711 catalog * * 4.01e-16 * 5.96e+11 200 0
J0812-3905 123.0 -39.0 0.482596 327.0 329.6 0.12467644914437213 0.267 56973 67.5 * 2 108.88000000000001 62.297 6.6 25.0 11.256262200886184 13.228304205795633 1.341960894223261 0.9588210513252763 3.047652100186055 0.5310155654787596 4.01130404875 * 0.38 2 123957 catalog * * 4.49e-17 * 1.49e+11 200 0
J0814+7429 123.7 74.48 1.292241 5.75 5.886 0.33384449792118576 0.118 55171 75.4 -1.7 0 76.85 93.683 47.138 14.0 877.7007433460968 143.68072344204603 1.3174802633201386 0.9598006652692013 9.140799626527793 1.89679549578095 99.1318933896 79.00 10.00 2 2797 catalog -2.532213 0.673962 1.68e-16 * 4.72e+11 200 0
J0815+4611 123.99166666666666 46.198611111111106 0.434 11.3 11.0941 0.11217599436611231 0.22717651 55508 65.0 * 0 53.83967936959819 20.88 13.121 9.0 * 35.27238290947724 6.571994645214429 0.9599999945410247 2.528014380059599 0.7136369530213496 * * * 1 21118 lofar * * * * * 200 0
J0818-3049 124.7 -30.8 0.763742 133.7 118.943528 0.223038 0.229 56779 71.1 * 2 96.52 63.167 46.162 16.0 16.679080351795324 22.08848537526403 2.2143361971834086 0.9594849288949864 2.8643185527235593 0.5375443200961308 3.48350088444 * 0.33 3 114697 catalog * * 5.80e-16 * 6.73e+11 200 0
J0818-3232 124.6 -32.5 2.161259 131.8 132.5 0.5583512872077607 0.328 56813 63.567773 -1.7 0 93.99000000000001 60.864 42.839 6.0 76.57500937124331 17.437724019771867 1.1196316416677954 0.9599212473089406 2.0690200633058176 0.37923992380836696 14.7784886007 * 1.40 3 116671 catalog -1.235490 0.482921 7.53e-16 * 1.29e+12 200 0
J0820-1350 125.1 -13.8 1.23813 40.94 41.07 0.319865170824295 0.128 57096 58.900000000000006 -2.2 0 76.7 38.899 22.935 13.0 1643.444254456943 608.2463212372558 23.74382644368764 0.9597846606678111 42.72516266675352 9.320192427116506 136.830355439 102.00 6.00 3 94025 catalog -1.455177 0.138900 2.11e-15 * 1.63e+12 200 0
J0820-3826 125.2 -38.4 0.124836 195.5 195.5 0.03225080441070137 0.11 56971 63.2 -1.8 0 132.7 16.409 8.036 26.0 20.06532698969052 14.318858474098562 3.796620337648856 0.9466866007005822 2.2209275360058824 0.6718216390002861 5.94160894072 * 0.49 1 123292 catalog -1.542413 0.245222 2.44e-15 * 5.59e+11 200 0
J0820-3921 125.2 -39.3 1.073567 179.4 179.9 0.2773510793263436 0.074 56973 47.980469 -2.0 0 142.7 107.964 46.631 20.0 23.831440406544655 39.088261778150425 0.9105465123386688 0.9597214253426363 8.137387780317361 1.118679168702141 7.15063768366 * 0.40 2 124279 catalog * * 1.22e-14 * 3.66e+12 200 0
J0823+0159 125.7 1.986 0.864873 23.73 23.91 0.22343594766811278 0.179 57688 67.3 -2.3 0 72.53 37.33 22.748 8.0 424.82953138820596 170.04416885143277 1.7100863805135718 0.9595884726426767 8.92019855220873 2.039285974023468 40.7852128145 30.00 4.00 3 73353 catalog -1.598120 0.244980 1.05e-16 * 3.04e+11 200 0
J0826+2637 126.7 26.62 0.530661 19.48 19.53 0.13709382004699927 0.067 56529 73.6 -1.6 0 73.58000000000001 16.176 7.014 29.0 1381.5465006968502 376.1777021972599 7.080828679880132 0.9590065519278514 31.732939520297688 7.002211404325428 90.3878331551 73.00 10.00 2 41968 catalog -0.857031 0.509887 1.71e-15 * 9.64e+11 200 0
J0828-3417 127.0 -34.2 1.848919 52.2 51.59 0.4776596898348999 0.362 56902 70.1 -3.3 1 98.01 913.434 112.712 115.0 16.526343900387328 138.217957812599 1.4573088997420107 0.9598956059051632 130.133933834538 20.305879163748333 24.92317714192547 16.00 0.25 2 119200 catalog * * 9.96e-16 * 1.37e+12 200 0
J0835-3707 128.7 -37.1 0.541404 112.3 112.4 0.13986922451193057 0.109 56968 61.3 * 2 116.33 16.376 6.983 6.0 24.688511031735718 41.54295073204759 21.777589524815845 0.9590418188227287 3.278942593985617 1.7823569246581623 2.95569772013 * 0.28 2 121873 catalog * * 9.78e-15 * 2.33e+12 200 0
J0837+0610 129.2 6.17 1.273768 12.86 12.84 0.3290720836346107 0.191 58079 78.3 -2.7 0 70.6 36.78 23.632 15.0 1817.2294827298895 401.90981192389097 13.925593753695642 0.9597954154243341 27.0132195443089 6.346922098220177 127.634553514 89.00 5.00 3 67753 catalog -2.551467 0.190434 6.80e-15 * 2.98e+12 200 0
J0838-2621 129.5 -26.3 0.308581 116.9 116.9 0.07972047707278862 0.176 56747 69.4 -4.8 0 89.37 45.141 7.518 32.0 1724.387095252704 16.506786365556334 2.740476700795207 0.957361737372486 2.4590231096123185 0.5896835296427754 410.147777326 * 0.50 2 109563 catalog * * 3.90e-17 * 1.11e+11 200 1
J0846-3533 131.5 -35.5 1.116097 94.16 94.24 0.28833850852615084 0.164 56936 64.3 -2.0 0 102.93 95.821 16.664 18.0 101.09618498966391 75.25413908984345 0.8365011380801778 0.9597402943900055 9.876289243837942 1.5033084212477725 20.8979591837 16.00 5.00 3 120221 catalog -1.342764 0.540949 1.60e-15 * 1.35e+12 200 0
J0849+8028 132.2 80.48 1.602228 34.81 34.98 0.41392820860448293 0.057 55152 74.0 -1.6 0 76.26 93.316 26.92 11.0 20.205622569628606 39.621726631926464 1.9101190154608054 0.9598647996045621 2.043226857868455 0.4409942603879236 1.85728424291 1.50 * 2 1035 catalog * * 4.46e-16 * 8.56e+11 200 0
