# results from master table, 12/09/18
# spindxflag: 0 means catalog spindx available (or sne='*'), 1 means spindx calculated using s400 and s1400, 2 means spindx=-1.7
name rajd decjd p0 dm dms dmserr dist mjd bw spindx spindxflag temp w10 w50 on-pulse sne snm dsnm DOF_corr s350m ds s350e s400 s1400 numdet bm surv spindx_m dspindx_m p1 assoc bsurf prof_len nosearch
J1949+34 297.5 34.59 0.389 228.0 228.2 0.10049635454326343 0.006 56052 74.4 * 0 125.51 53.309 17.039 30.0 * 15.560261063692456 1.6067559167735301 0.9582612298370501 3.3052621233675628 0.4891843601736642 * * * 2 32856 gbncc * * * * * 200 0
J1952+3252 298.2 32.87 0.039531 45.01 45.17 0.015957267799846343 0.085 56073 73.6 -1.6 0 170.7 7.804 3.55 27.0 19.033506860855184 32.876691600876484 0.866400235024873 0.9147934128615327 10.761969559556375 1.0870327749732789 8.66732646692 7.00 1.00 2 34686 catalog -1.302514 0.126479 5.84e-15 SNR:CTB80,GRS:2FGL_J1953.0+3253[naa+12] 4.86e+11 128 0
J1953+2732 298.2 27.54 1.333965 195.4 194.2 0.34462370074114246 0.218 56157 73.7 * 2 163.79999999999998 43.522 33.972 6.0 5.2729640466549155 9.41442877529307 1.484828108391094 0.9598117800858817 1.3451582142495837 0.25720799975919156 1.05560632862 * 0.10 1 40841 catalog * * 1.77e-15 * 1.56e+12 200 0
J1953+67 298.3 67.02 0.00857 57.0 57.14 0.008856079778259819 0.007 55178 74.9 * 0 68.45 0.824 0.504 4.0 * 16.989642785358335 4.243496213880218 0.8433492260469281 1.3519490706883324 0.4157812689189544 * * * 1 6029 catalog * * * * * 50 0
J1954+2923 298.5 29.38 0.426677 7.93 7.959 0.11023003359243189 0.245 56089 73.6 0.00 0 169.5 30.437 7.957 19.0 15.753160459913826 46.93817082147982 1.8607235522214822 0.9585280210493424 14.119502770664306 1.4964152990405848 6.6 6.60 8.00 2 38867 catalog * * 1.71e-18 * 2.73e+10 200 0
J1954+3852 298.5 38.87 0.352933 65.4 65.36 0.09117861156302721 0.234 55852 74.5 * 0 1005.7 9.869 4.241 5.0 * 11.70219210613144 2.1999201170408513 0.9579282036008907 11.332405232745316 2.338413804201237 * * * 2 28531 catalog * * 6.60e-15 * 1.54e+12 200 0
J1954+43 298.7 43.83 1.387 130.0 129.6 0.3583250482043866 0.002 55633 74.4 * 0 117.77 135.917 100.327 19.0 * 19.587501364504018 8.514884022796435 0.9598245738009654 3.005868715956805 1.3484683920612748 * * * 2 23363 catalog * * * * * 200 0
J1955+2908 298.8 29.14 0.006133 104.5 104.5 0.006337728970836346 0.191 56107 51.099999999999994 -2.0 1 167.2 1.407 0.649 12.0 27.423553251118932 39.645333531233554 1.0441700785241916 0.7719871581688914 20.527360674479773 2.597114902799958 19.81597044651265 15.00 1.10 4 39100 catalog * * 2.97e-20 * 4.32e+08 50 0
J1955+5059 298.8 50.99 0.518938 31.98 31.98 0.13406523710532658 0.314 55420 74.8 -1.3 0 109.78 15.418 7.459 6.0 159.08345038759828 164.94691107105658 2.9249381841726385 0.958965714381461 20.783493663662217 2.9954253878039836 30.9287863843 26.00 4.00 4 16975 catalog -0.897638 0.068800 1.37e-15 * 8.54e+11 200 1
J1957+2831 299.3 28.52 0.307683 138.9 138.8 0.07948848291757049 0.013 56107 73.9 * 2 167.2 18.651 8.459 12.0 51.13577293207049 14.025279319030016 0.44714902294985437 0.9573478687384677 2.074617783484148 0.21831242635116932 10.5560632862 * 1.00 1 39710 catalog * * 3.11e-15 SNR:G65.1+0.6(?)[tl06] 9.90e+11 200 0
J1959+2048 299.9 20.8 0.001607 29.12 29.11 0.0029654359484213057 0.23 56477 73.9 -3.1 1 116.18 0.801 0.407 13.0 38.84776951555418 32.00689023227188 0.9686464211226583 0.5322512328461252 16.47717600726418 2.270903194195564 30.345068397888852 20.00 0.40 2 49292 catalog * * 1.69e-20 XRS:[hb07a],GRS:2FGL_J1959.5+2047[naa+12 1.67e+08 28 0
J2000+29 300.1 29.17 3.074 133.0 132.3 0.794153711737768 0.005 56089 73.8 * 0 140.8 87.061 23.028 5.0 * 15.896381568122301 2.886534519249538 0.9599583153400978 1.4897439997355326 0.3166569868678881 * * * 1 38956 gbncc * * * * * 200 0
J2001+42 300.3 42.72 0.719 55.0 54.92 0.18575033140515784 0.005 55633 74.4 * 0 151.79999999999998 19.773 10.505 5.0 * 18.539070448245116 1.5481667942240551 0.9594256470527731 1.6011141446945056 0.22612519180035937 * * * 2 24439 catalog * * * * * 200 0
J2002+30 300.7 30.58 0.421794 196.0 187.8 0.10896853308026029 0.228 56081 73.7 * 0 167.2 79.166 25.662 40.0 * 8.333473444117187 1.0273623117927446 0.9584971699160141 3.585816574710982 0.5652635643531266 * * * 1 37592 catalog * * * * * 200 0
J2002+3217 300.5 32.28 0.696761 142.2 142.0 0.18000498840081944 0.103 56073 73.7 -1.2 0 186.5 44.399 17.234 13.0 24.832486765995547 20.819478637358884 1.7030750054909454 0.959392144225262 3.9489955784922763 0.4929796309328695 6.45584397599 5.50 1.20 1 35385 catalog -0.829621 0.210524 1.05e-13 * 8.66e+12 200 0
J2002+4050 300.6 40.84 0.905067 131.4 130.9 0.23381988204989154 0.371 55691 66.5 -1.8 0 199.6 71.282 30.081 15.0 83.14834128874259 60.75415476611528 1.4142747725014846 0.9596208685526672 36.30980881841349 3.5992037147086924 67.4002293193 53.00 4.90 3 26269 catalog * * 1.74e-15 * 1.27e+12 200 0
J2004+3137 301.2 31.61 2.111265 234.8 234.8 0.5454355680585683 0.131 56075 63.690234000000004 -1.5 0 182.0 51.092 22.989 5.0 101.82130374557616 107.92496955756138 5.570310150202959 0.9599178477335473 13.648629406190672 1.701870393437025 17.7156023211 14.50 1.80 4 36228 catalog -0.671123 0.255458 7.46e-14 * 1.27e+13 200 0
J2005-0020 301.4 -0.33 2.279661 35.93 36.09 0.5889398974150397 0.203 57507 36.780469 -1.9 1 100.09 78.847 56.572 7.0 57.95756682285512 37.8455041548134 3.056885673255507 0.9599284784704084 4.259632273071581 0.8979647509866325 10.371450492640713 8.00 0.70 4 76441 catalog * * 2.57e-14 * 7.74e+12 200 0
J2006-0807 301.5 -8.11 0.580871 32.39 32.45 0.1500653417992287 0.182 57877 59.7 -1.5 0 95.48 113.326 30.759 47.0 66.53067675374086 138.76145286802645 1.893456399548489 0.9591560202538556 31.51655167328237 5.253483031210937 24.4353135463 20.00 4.70 2 86777 catalog -1.570051 0.588369 4.60e-17 * 1.65e+11 200 0
J2006+22 301.5 22.15 1.741 130.4 127.3 0.4497793142926006 0.363 56459 75.0 * 0 104.21000000000001 71.303 53.5 9.0 * 6.580174556744133 5.503730093429202 0.9598836304241022 1.577600614396564 1.3335882696198909 * * * 1 47784 lofar * * * * * 200 0
J2008+2513 302.1 25.22 0.589196 60.56 60.29 0.15221606712460833 0.224 56224 73.7 -1.2 0 131.8 31.45 12.292 11.0 14.063171029914018 13.20757083566201 2.4304349764126485 0.9591774082273926 2.028048575863578 0.44395937494175963 3.1692324973 2.70 * 2 43836 catalog * * 5.40e-15 * 1.80e+12 200 0
J2010-1323 302.6 -13.3 0.005223 22.18 22.16 0.005397351771511206 0.262 58347 51.5 * 2 92.2 0.588 0.312 5.0 56.53022262078662 16.007474935732848 1.249057171780683 0.7288224163168512 2.984335951025387 0.5985930147701078 16.8897012579 * 1.60 2 93398 catalog * * 4.82e-21 * 1.61e+08 50 0
J2010+2845 302.5 28.75 0.565369 112.4 112.3 0.1460604716497951 0.188 56089 73.8 * 2 156.2 23.26 7.145 8.0 22.4343744784954 31.690672277811284 1.0980768553756282 0.9591138207746408 4.5351089084664045 0.5114094158233099 4.53910721306 * 0.43 2 39278 catalog * * 9.07e-17 * 2.29e+11 200 0
J2012-2029 303.194167 -20.491944 0.544002 37.67 37.67 0.14054040582067967 0.39674865 58386 40.0 * 1 61.735829159881774 33.488 18.044 12.0 * 17.69055 5.77797 0.96 4.970534831339588 1.918846446863922 * * * 4 102370 catalog * * 5.48e-16 * 5.52e+11 200 0
J2013-0649 303.3 -6.81 0.580187 63.36 63.29 0.1498886335562786 0.22 57661 56.7 * 0 93.84 21.566 9.575 7.0 * 31.057101677183592 1.4080490054235117 0.9591542246640552 2.7196637160789714 0.49208390157866827 * * * 2 84892 catalog * * 6.01e-16 * 5.97e+11 200 0
J2013+3058 303.3 30.98 0.276028 148.7 148.7 0.07131055977343936 0.05 56080 73.7 * 2 163.5 7.449 3.515 5.0 5.668890777557098 18.513263336544952 0.6596925392276698 0.9567760790161361 1.7217720597665873 0.2019938538708786 0.738924430033 * 0.07 1 36927 catalog * * 1.52e-16 * 2.07e+11 200 0
J2013+3845 303.2 38.76 0.230194 238.2 238.2 0.05946955742347554 0.148 55852 73.9 -1.1 0 216.29999999999998 50.163 27.404 43.0 46.34180741856975 44.12446520406152 0.9392583194895914 0.9555330464427261 20.209973068132665 1.8262965943152039 30.1137256629 26.00 6.40 3 28565 catalog -0.806253 0.172030 8.85e-15 * 1.44e+12 200 0
J2015+2524 303.8 25.4 2.303299 13.0 10.99 0.5950466656121957 0.066 56180 73.9 * 2 127.2 97.582 51.427 9.0 3.6062503023346895 10.41921269394118 2.4295125333036127 0.9599297984562888 0.9793001843670958 0.25816915426681963 0.501933637416 0.40 * 1 43315 catalog * * 5.10e-16 * 1.10e+12 200 0
J2016+1948 304.2 19.79 0.06494 33.81 33.76 0.0167769492648831 0.445 56480 74.1 * 2 105.46000000000001 2.874 1.312 9.0 8.559799947399236 13.363893873594195 1.2949154882925216 0.9184690681812537 4.091075243259894 0.7187309511222082 4.14095250868 3.30 * 1 49703 catalog * * 4.01e-19 * 5.16e+09 200 0
J2017-0414 304.4 -4.19 0.0406 30.9 30.85 0.016388785324777052 0.008 57384 64.7 * 0 72.18 2.676 1.4 10.0 * 10.182754971609345 2.2912540472515457 0.9167875807156411 0.9095228949891097 0.2540997772516552 * * * 1 81554 gbncc * * * * * 128 0
J2017+2043 304.3 20.72 0.537143 60.49 60.43 0.1387684148288744 0.313 56460 74.5 -1.5 0 110.97 24.522 5.561 9.0 7.574841083107094 20.529081655987216 0.39662194752992713 0.9590280671572283 3.2295510272610355 0.45069549122910996 1.83264851597 1.50 * 3 48716 catalog * * 9.96e-16 * 7.40e+11 200 0
J2017-2737 304.2 -27.5 0.224 26.0 25.38 0.05786936611231622 0.017 56783 72.5 * 0 69.05000000000001 62.467 12.513 65.0 * 15.985771748713049 1.5101934107397634 0.9553090335768294 3.0754626671193264 0.5869689103966477 * * * 1 111198 gbncc * * * * * 200 0
J2017+59 304.4 59.21 0.403 61.0 60.1 0.1041131899252832 0.003 55263 75.5 * 0 75.9 69.299 19.602 36.0 * 12.538472663016904 0.7206741399732085 0.9583685322741162 1.7572867848999212 0.28563384656341395 * * * 1 10710 catalog * * * * * 200 0
J2018+2839 304.5 28.66 0.557953 14.2 14.19 0.14414458227886234 0.154 56089 70.3 -2.3 0 136.0 24.737 16.251 16.0 2424.059593493363 585.0828246862347 18.652005856714805 0.9590924631352906 96.05848630849282 11.599715011490177 426.885227458 314.00 30.00 3 39367 catalog -0.758733 0.306157 1.48e-16 * 2.91e+11 200 0
J2019+2425 304.8 24.42 0.003935 17.2 17.2 0.0040663563509279336 0.216 56254 72.7 -1.9 0 114.25 0.857 0.408 11.0 * 14.93313343878074 4.800896559172175 0.6408003403621156 4.131426337236241 1.4412062506652348 * * * 3 44768 catalog -2.656583 1.961378 7.02e-21 * 1.68e+08 50 1
J2019+72 304.9156 72.37899999999999 0.219091 35.0 34.88 0.08843812409146028 0.00602986 55178 70.0 * 0 92.31144415925547 55.925 20.016 35.0 * 10.406301787499492 1.1108616945828436 0.96 1.7697147368945918 0.3541086912643454 * * * 1 3568 gbncc * * * * * 128 0
J2022+2534 305.6 25.39 0.002646 54.0 53.66 0.0027343275488069412 0.009 56180 73.6 * 0 91.25 1.456 0.488 28.0 * 16.45483162783268 0.6872690460441911 0.5040222207960757 6.806797785152078 0.9510987423819738 * * * 1 43404 gbncc * * * * * 50 0
J2022+2854 305.6 28.9 0.343402 24.63 24.66 0.08871632170402505 0.059 56089 73.9 -0.4 0 130.9 19.5 7.785 21.0 333.54041812462054 550.3649989138368 1.2856294836750304 0.9578235293654236 84.07066111208668 9.872216711251463 74.8953970547 71.00 38.00 2 39223 catalog -0.095276 0.365314 1.89e-15 * 8.16e+11 200 0
J2022+5154 305.7 51.91 0.529197 22.55 22.54 0.13671560240419375 0.198 55383 74.7 -0.7 0 127.9 31.425 9.54 12.0 403.121807629414 124.04712815773337 10.66804443891554 0.9590015901596514 17.60020870229886 2.6063989852335565 84.5444470522 77.00 27.00 3 16344 catalog 0.192586 1.235017 3.06e-15 * 1.29e+12 200 0
J2023+5037 305.9 50.62 0.372619 32.99 32.98 0.09626439880091586 0.245 55440 75.3 -1.1 0 127.9 22.576 6.249 12.0 30.88956647211673 38.41814785450779 2.658230087379709 0.958121126841603 6.33448652931799 0.8788929954644514 7.52843141573 6.50 2.20 3 17331 catalog -1.131643 0.279033 2.51e-15 * 9.79e+11 200 0
J2027+4557 306.8 45.96 1.099651 229.5 229.7 0.28408976033381533 0.064 55508 74.1 -1.6 0 189.39999999999998 120.034 41.314 22.0 52.555563572347744 32.151598651038945 1.4444364457154362 0.959733240278139 7.870741560288174 0.8050498169054987 17.5822908329 14.20 1.34 1 21368 catalog * * 3.09e-16 * 5.90e+11 200 0
J2027+74 306.8 74.77 0.515 11.0 11.42 0.1330478729814413 0.008 55149 74.9 * 0 66.67 87.878 29.547 34.0 * 25.310652126377455 1.7151611913488591 0.9589514090985282 3.0073996384520334 0.5509645813490291 * * * 2 2670 catalog * * * * * 200 0
J2029+3744 307.3 37.73 1.216805 190.6 190.9 0.3143559555013256 0.158 55982 74.9 -2.6 0 268.79999999999995 50.853 25.527 8.0 79.58880878010474 69.7178341086304 0.6942904398348198 0.959777799133974 17.081422520399716 1.4600250104108674 25.4713267599 18.00 0.60 4 29353 catalog * * 1.23e-14 * 3.92e+12 200 0
J2030+2228 307.6 22.47 0.630513 71.86 71.93 0.16289012337310194 0.214 56297 74.2 -1.2 0 103.82000000000001 29.874 13.811 9.0 38.08407446711539 44.1110786487106 3.128794534765426 0.9592720756676899 4.3283039538739985 0.7086039896039646 5.86894906908 5.00 * 3 46687 catalog * * 8.85e-16 * 7.56e+11 200 0
J2030+55 307.5 55.0 0.579 60.0 59.43 0.14958197758496022 0.149 55362 74.7 * 0 112.91 35.363 19.132 12.0 * 13.027969688271153 1.2064368942857322 0.9591510945185969 1.3898963418635444 0.22708732908729803 * * * 2 13849 catalog * * * * * 200 0
J2033+0042 308.3 0.706 5.013398 37.84 37.52 1.2951882336105083 0.307 57753 37.280469 * 0 99.5 192.868 113.771 8.0 * 51.72618455128376 0.8698144561528389 0.9599827675813662 9.107454571396591 1.768090661211049 * * * 4 74967 catalog * * 1.01e-14 * 7.21e+12 200 0
J2033-1938 308.4 -19.6 1.281719 23.47 23.35 0.33112618778621355 0.099 58232 38.080469 * 0 87.42999999999999 48.16 10.99 7.0 * 26.93626840799959 3.8913160465460415 0.9597977010422697 1.9592090835177005 0.5022500895720329 * * * 2 101650 catalog * * 4.55e-16 * 7.73e+11 200 0
J2036+2835 309.1 28.58 1.358727 84.22 84.36 0.35102084915039766 0.202 56089 74.1 -1.9 0 113.8 35.882 25.004 5.0 17.38722766915442 37.59414477445096 1.0348020750432987 0.9598179278335274 2.959426896230181 0.42704790428278616 2.08932135191 * 0.15 3 39401 catalog * * 2.09e-15 * 1.71e+12 200 0
J2037+1942 309.3 19.71 2.074377 36.89 36.67 0.535905723517715 0.453 56480 74.2 -2.5 0 93.99000000000001 46.648 20.93 4.0 9.338215777331062 30.986678747626982 1.3670632074500213 0.9599151908128648 5.697087997046394 1.0190750852504655 2.79260726243 2.00 * 1 49970 catalog * * 2.04e-15 * 2.08e+12 200 0
J2037+3621 309.3 36.35 0.618715 93.56 93.56 0.159842164527597 0.2 56025 70.0 -1.6 0 164.0 48.893 26.132 16.0 22.77743811757191 43.22825426320769 4.249655753630767 0.9592468429454907 10.061703291861322 1.4329377239482768 7.42913697165 6.00 0.80 3 31039 catalog * * 4.50e-15 * 1.69e+12 200 0
J2038+35 309.5 35.0 0.16 58.0 57.91 0.0413352615087973 0.298 56046 53.131640000000004 * 0 129.4 11.864 5.031 17.0 * 6.002063614286879 1.8542940943359065 0.9514357025476216 1.7846263163565759 0.6021630478048717 * * * 1 32636 catalog * * * * * 200 0
J2038-3816 309.7 -38.2 1.577286 33.96 34.04 0.40748455802603034 0.21 57170 61.8 -2.5 1 92.05 51.137 29.748 6.0 81.7524640973006 39.70337190306182 1.5137075993566522 0.9598609146645795 2.900706542142347 0.523389306915336 9.792248669518706 7.00 0.30 3 123021 catalog * * 4.13e-15 * 2.58e+12 200 0
J2038+5319 309.5 53.32 1.424568 160.2 160.6 0.36803056760665215 0.222 55362 74.2 -1.7 0 127.5 54.231 27.588 7.0 22.830489935249766 16.890953526685585 1.3183197956155615 0.9598328378465646 1.9445864199123262 0.286120342594474 3.88998568997 3.10 0.30 2 14925 catalog -1.423335 0.153101 9.44e-16 * 1.17e+12 200 0
J2039-3616 309.6 -36.1 0.00328 24.0 23.96 0.003389491443721378 0.006 57151 61.400000000000006 * 0 70.84 0.519 0.268 8.0 * 10.085959780538941 1.5261203631044107 0.5788124024532829 1.359383642174787 0.3113157333582949 * * * 1 120814 gbncc * * * * * 50 0
J2040-21 310.1 -21.8 0.563 24.0 23.87 0.14544845143408047 0.009 56655 74.3 * 0 61.6 29.614 22.02 11.0 * 52.64386146124027 0.46375370288707457 0.9591070838041974 3.083113865804314 0.5685363309150928 * * * 1 104323 gbncc * * * * * 200 0
J2043+2740 310.9 27.68 0.096131 21.02 21.02 0.024835000150638702 0.193 56110 74.2 -1.3 0 116.04 5.958 2.314 12.0 94.82562163097555 82.51418058318376 0.7167493166339308 0.9389046990138454 10.228430140317355 1.347677806126225 17.8435306063 15.00 * 3 40477 catalog * * 1.27e-15 GRS:2FGL_J2043.7+2743[naa+12] 3.54e+11 200 0
J2043+7045 310.8 70.8 0.588 57.0 57.64 0.15 0.346 55160 74.4 -1.7 2 67.54 23.56 37.24 12.0 456.4291959840104 21.42346189675574 1.7138391921275566 0.959 3.6525721850018753 0.6667840114985779 79.93 63.7 * 3 4301 catalog * * * * * 200 0
J2044+28 311.0 28.71 1.618 90.0 90.35 0.41800283200771265 0.005 56089 74.2 * 0 93.04 58.746 31.377 7.0 * 15.112370715081386 1.2188305608279713 0.9598671699362942 1.0718208290779891 0.16834019012541654 * * * 2 39490 gbncc * * * * * 200 0
J2044+4614 311.2 46.24 1.392715 315.4 311.3 0.3598014920764039 0.336 55508 68.269727 * 0 170.39999999999998 211.618 104.088 31.0 * 11.243541431006305 0.8086764760541035 0.9598258713885165 6.910314909144704 0.8576228054913636 * * * 2 21169 catalog * * 6.30e-16 * 9.48e+11 200 0
J2046-0421 311.5 -4.35 1.546938 35.8 35.96 0.39964429229934917 0.369 57384 51.56582 -1.7 0 91.9 39.339 22.198 5.0 106.45765893713967 93.96465898033945 3.6457826070500263 0.9598559489632317 13.503017468391706 2.5745058059452837 25.0966818708 20.00 1.70 3 81300 catalog -1.913213 0.204284 1.47e-15 * 1.53e+12 200 0
J2046+5708 311.6 57.14 0.476735 101.7 101.6 0.12316228684622799 0.165 55325 75.0 -1.8 0 108.88000000000001 29.492 12.971 14.0 33.03907301425439 22.214885878258027 4.018713828403852 0.9587947918125527 2.5429007141156297 0.5798061225506908 5.84983122394 4.60 0.30 3 12053 catalog -2.183023 0.392148 1.11e-14 * 2.33e+12 200 0
J2048-1616 312.1 -16.2 1.961572 11.46 11.49 0.5067630724270908 0.26 58118 78.3 -1.7 0 88.17999999999999 105.71 57.075 20.0 632.9941027989883 377.83113446686934 0.9044625924167757 0.9599061805107133 52.09161744556065 9.00629580052461 145.560754851 116.00 22.00 3 97270 catalog -1.267670 0.264119 1.10e-14 * 4.69e+12 200 0
J2048+2255 312.1 22.91 0.283901 70.68 70.46 0.07334451298505663 0.248 56297 74.3 -0.6 0 102.18 18.314 6.886 13.0 9.429299735959098 11.195202981725833 9.982533838768175 0.9569350206506082 1.4664973363267872 1.3256504187637417 1.95014845506 1.80 * 2 46111 catalog * * 1.52e-17 * 6.64e+10 200 0
J2051-0827 312.7 -8.46 0.004509 20.73 20.72 0.004659517353579175 0.314 57656 51.5 -1.5 0 86.54 0.729 0.251 8.0 58.638963786364755 28.17444282281962 0.9274880445265931 0.684769587575245 7.68272063915865 1.51542501632735 26.8788449009 22.00 2.80 2 87544 catalog -1.774125 0.167830 1.27e-20 * 2.42e+08 50 0
J2054-39 313.7 -39.9 0.977 25.0 24.89 0.25240344058809344 0.0 57214 68.5 * 0 65.47 36.974 8.538 7.0 * 30.998562465308993 1.9886924699170456 0.9596697546839242 1.5897767363706938 0.3024197478720089 * * * 1 124796 gbncc * * * * * 200 0
J2055+2209 313.9 22.15 0.815181 36.35 36.17 0.21059824882501807 0.182 56459 74.7 -1.1 0 101.88000000000001 24.23 9.766 9.0 75.9683909589086 107.89096768859892 0.5774704150351475 0.9595420897450956 9.367606466252617 1.4077274216561269 10.4239819602 9.00 * 2 47187 catalog -1.132544 0.153330 1.34e-15 * 1.06e+12 200 0
J2055+3630 313.8 36.5 0.221508 97.42 97.34 0.05722556941431669 0.267 56025 70.6 -1.9 0 120.95 19.971 6.95 18.0 112.04551436922588 65.59947981318943 1.9029780204393842 0.9552139605106437 14.079590168858138 1.8417229547020495 36.0863311871 28.00 2.60 3 31073 catalog -0.535998 0.241479 3.69e-16 * 2.89e+11 200 0
J2102+38 315.5 38.0 1.19 85.0 86.29 0.30743100747167984 0.345 55982 75.2 * 0 118.12 65.74 37.427 11.0 * 15.94368719313866 2.259433619063044 0.9597686810319517 3.51481074309403 0.6741464739679757 * * * 3 29565 catalog * * * * * 200 0
J2105+28 316.5 28.48 0.405737 62.4 62.48 0.10482028124246805 0.041 56156 74.0 * 2 98.75 11.932 7.036 6.0 125.82682846554701 12.226527070093416 2.2633106651713413 0.9583883074319256 0.6564448694589786 0.16000722506375983 10.7915732044 8.60 * 1 39757 catalog * * * * * 200 0
J2108-3429 317.1 -34.4 1.423102 30.22 30.1 0.36765183327307777 0.15 57015 60.0 -1.9 1 88.32 32.069 15.279 4.0 96.84637001248085 48.02408242609193 0.5902985481009968 0.9598325267984396 2.326512833068505 0.4454339507968814 7.8191382471045845 6.00 0.50 3 119196 catalog * * 3.50e-15 * 2.26e+12 200 0
J2108+4441 317.0 44.69 0.414871 139.8 139.8 0.10718000798385152 0.286 55626 74.9 -1.3 0 126.9 67.857 30.648 36.0 58.542017549251334 80.72835245584302 1.1134855417568084 0.9584516781119219 28.784629530304947 3.463658365639333 30.9287863843 26.00 5.40 3 22279 catalog * * 8.62e-17 * 1.91e+11 200 0
J2111+2106 317.8 21.1 3.953853 59.3 59.18 1.021459673264642 0.047 56477 74.0 -0.6 0 96.22 87.519 40.374 4.0 * 48.4594899836477 3.9521256782577736 0.959973541815088 2.048221321894637 0.3853101054745115 * * * 2 48585 catalog -0.629317 0.082278 3.24e-15 * 3.62e+12 200 0
J2113+2754 318.2 27.9 1.202852 25.11 25.18 0.31075126235237405 0.227 56156 74.0 -2.3 0 93.39 25.359 13.05 4.0 256.738604693448 98.06753829363657 1.2951217919031797 0.9597731239482784 5.733170177778866 1.0033636179473335 24.4711276887 18.00 1.10 3 40456 catalog -1.875965 0.263283 2.62e-15 * 1.80e+12 200 0
J2113+4644 318.3 46.73 1.014685 141.2 141.3 0.2621391864003374 0.18 55557 51.599999999999994 -2.0 0 139.7 118.581 31.694 53.0 482.3058124517294 403.8404912526707 1.8492015358723044 0.9596915634220311 173.72730967181863 22.745907016601873 300.408163265 230.00 19.00 2 20538 catalog -1.661916 0.220183 7.15e-16 * 8.62e+11 200 0
J2113+67 318.5 67.03 0.55217 55.1 54.98 0.1426505709207038 0.047 56655 79.1 * 2 100.39 27.983 8.63 11.0 10.804497580449077 9.118094531260972 21.56731212364537 0.9590752482886548 0.6667305923736155 1.5802059557066863 1.25483409354 1.00 * 2 6021 catalog * * * * * 200 0
J2123+36 320.8 36.42 1.294 108.4 108.2 0.33429892745239814 0.056 56025 67.7 * 0 83.80000000000001 39.883 21.121 6.0 * 20.283477690398456 0.6331013544089918 0.9598011542232686 1.2776423969042185 0.1957613291098403 * * * 1 30819 lofar * * * * * 200 0
J2122+54 320.6 54.54 0.139 32.0 31.78 0.03591000843576766 0.003 55348 75.0 * 0 133.5 6.5 2.366 9.0 * 10.474060701409037 0.7311884101642168 0.9489977317312241 1.219822159956048 0.15431154527537935 * * * 1 14095 catalog * * * * * 200 0
J2124-3358 321.1 -33.9 0.004931 4.6 4.595 0.005095604362496986 0.197 56967 63.7 -1.5 0 85.49000000000001 3.174 0.95 33.0 24.88299153600129 15.260915449218318 0.680672401429989 0.712059657255099 7.539508710399801 1.4426249202480836 20.7700165143 17.00 3.60 2 118387 catalog -1.457867 0.391393 2.06e-20 GRS:2FGL_J2124.6-3357[naa+12] 3.22e+08 50 0
J2131-31 322.8191999999999 -31.661299999999997 3.325 32.0 31.569 1.3421850050463968 0.01478012 56932 60.0 * 0 85.90513395204427 98.341 53.651 3.0 * 26.068340024843412 2.141189455145299 0.96 1.0920847646293197 0.24369102663710632 * * * 1 115892 gbncc * * * * * 128 0
J2136-1606 324.0 -16.1 1.227235 18.48 18.5 0.3170504978609303 0.123 57875 57.8 * 0 86.09 36.038 19.0 5.0 * 42.095282884072155 0.9497668254616022 0.9597811968755364 2.1264981465154547 0.4147363578365049 * * * 2 97050 catalog * * 1.60e-17 * 1.42e+11 200 0
J2137+64 324.3 64.31 1.751 106.0 106.0 0.45236276813690035 0.017 55196 74.2 * 0 89.76 53.615 19.034 6.0 * 14.273970054294482 0.9743578465698165 0.9598848277072722 0.9026897404504302 0.14053631416063672 * * * 1 7508 catalog * * * * * 200 0
J2138+4911 324.5 49.18 0.696 168.0 168.4 0.1798083875632682 0.103 55524 74.3 * 0 136.0 59.414 26.528 17.0 * 53.33731369040375 0.799084693360039 0.9593909444543054 7.989423655091718 0.9189652672756164 * * * 2 18454 catalog * * * * * 200 0
J2139+00 324.9 0.6 0.31247 36.0 31.18 0.08072518227283683 0.323 57696 57.599999999999994 * 0 82.37 31.925 14.921 20.0 * 24.04514752840055 1.4115034244229185 0.9574205188816555 4.601867331005795 0.9465969424269243 * * * 2 75014 catalog * * * * * 200 0
J2139+2242 324.8 22.71 1.083514 44.16 44.15 0.2799208408652687 0.096 56298 74.2 -0.2 0 94.28 62.532 40.766 11.0 * 217.90541092103012 1.4910690309357966 0.9597260250726714 15.910779477613849 2.5862938549637726 * * * 2 46734 catalog -0.295509 0.204346 1.42e-15 * 1.26e+12 200 0
J2144-3933 326.0 -39.5 8.509827 3.35 3.691 2.1984745277476496 0.26 57152 60.400000000000006 -2.3 1 82.51 107.752 50.366 2.0 298.0730446833043 65.68489967588783 3.061258075260955 0.9599933724219594 2.827169259213423 0.6686825031509295 22.01759610031352 16.00 0.80 3 124199 catalog * * 4.96e-16 * 2.08e+12 200 0
J2145-0750 326.4 -7.83 0.016052 9.0 9.005 0.006479625173234514 0.157 57445 61.7 -1.8 0 85.79 3.499 1.555 61.0 242.303913406216 316.36327818450263 2.8183429889521476 0.777494367357412 98.41847735899286 18.252815680117546 127.170243999 100.00 0.80 3 86426 catalog -1.650296 0.151468 2.98e-20 * 7.00e+08 128 0
J2145+21 326.4 21.76 1.419 44.0 44.15 0.36659210050614605 0.009 56459 74.6 * 0 71.88 44.604 24.082 7.0 * 11.384840105586784 19.0888094861467 0.959831651663496 0.6169609091668748 1.0393606799671096 * * * 1 47810 gbncc * * * * * 200 0
